,topic,set,ref,title,author,lastRunTime,totalVotes
14,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,ramjib/cassava-leaf-disease-eda-and-outliers,Cassava Leaf Disease: EDA and Outliers,Ram (ji),2021-10-13 05:57:32,67
16,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4308
18,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,serigne/stacked-regressions-top-4-on-leaderboard,Stacked Regressions : Top 4% on LeaderBoard,Serigne ,2017-12-16 11:57:12,6776
20,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
22,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,tilii7/you-want-outliers-we-got-them-outliers,You want outliers? We got them outliers!,Tilii,2017-07-04 07:08:36,48
24,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,javigallego/outliers-eda-clustering-tutorial,Outliers+EDA+Clustering Tutorial,Francisco Javier Gallego,2022-09-29 19:18:43,79
26,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,kingychiu/home-credit-eda-distributions-and-outliers,Home Credit EDA: Distributions and Outliers,nlgn,2018-05-24 18:04:15,55
2,,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
4,,kernels,serigne/stacked-regressions-top-4-on-leaderboard,Stacked Regressions : Top 4% on LeaderBoard,Serigne ,2017-12-16 11:57:12,6776
6,,kernels,saumyadeepm/data-transformation-titanic-dataset,Data Transformation | Titanic Dataset,saumyadeepmitra,2022-11-18 20:18:50,13
8,,kernels,rtatman/data-cleaning-challenge-scale-and-normalize-data,Data Cleaning Challenge: Scale and Normalize Data,Rachael Tatman,2018-03-30 21:18:36,556
10,,kernels,weikai/data-exploration-transformation-ridge-lasso,Data exploration & transformation. Ridge & LASSO.,Weikai Mao,2019-05-21 10:52:17,7
12,,kernels,arthurtok/interactive-intro-to-dimensionality-reduction,Interactive Intro to Dimensionality Reduction,Anisotropic,2018-09-24 22:53:26,814
14,,kernels,freespirit08/time-series-for-beginners-with-arima,Time Series For beginners with ARIMA,Arindam Chatterjee,2018-08-24 16:53:34,397
16,,kernels,dgawlik/house-prices-eda,House Prices EDA,Dominik Gawlik,2017-02-20 10:51:47,513
18,,kernels,residentmario/exercise-summary-functions-and-maps,Exercise: Summary Functions and Maps,Aleksey Bilogur,2022-02-08 16:43:13,76
20,,kernels,nroman/melanoma-pytorch-starter-efficientnet,Melanoma. Pytorch starter. EfficientNet,Roman,2020-08-04 20:37:41,435
22,,kernels,nareshbhat/outlier-the-silent-killer,Outlier!!! The Silent Killer,Naresha Bhat,2021-08-30 07:18:27,747
24,,kernels,saga21/covid-global-forecast-sir-model-ml-regressions,COVID Global Forecast: SIR model + ML regressions,Patrick Sánchez,2020-04-16 10:40:17,787
26,,kernels,ankurrezo/data-cleaning-and-transformation-enron-email,Data Cleaning and Transformation Enron email,Ankur Kumar,2021-01-25 13:08:30,4
28,,kernels,yassineghouzam/introduction-to-cnn-keras-0-997-top-6,Introduction to CNN Keras - 0.997 (top 6%),Yassine Ghouzam,2017-08-18 01:42:23,6457
30,,kernels,lavanyashukla01/how-i-made-top-0-3-on-a-kaggle-competition,How I made top 0.3% on a Kaggle competition,Lavanya Shukla,2019-06-09 21:10:44,981
32,,kernels,abhianalytic/amex-read-full-data-without-any-transformation,AmEx : Read full data without any transformation,AbhishekKumar,2022-06-13 13:32:17,13
34,,kernels,sudhirnl7/linear-regression-tutorial,Linear Regression Tutorial,Sudhir Kumar,2020-04-04 14:56:45,357
36,,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4308
38,,kernels,burhanykiyakoglu/predicting-house-prices,Predicting House Prices,Burhan Y. Kiyakoglu,2019-05-23 20:33:09,870
40,,kernels,martinpiotte/bounding-box-model,Bounding Box Model,Martin Piotte,2018-06-29 23:52:43,241
2,'charmap' codec can't encode character '\U0001f525' in position 103: character maps to <undefined>,kernels,arthurtok/interactive-intro-to-dimensionality-reduction,Interactive Intro to Dimensionality Reduction,Anisotropic,2018-09-24 22:53:26,814
4,'charmap' codec can't encode character '\U0001f525' in position 103: character maps to <undefined>,kernels,maksimeren/covid-19-literature-clustering,COVID-19 Literature Clustering,MaksimEkin,2021-06-04 15:09:37,1088
6,'charmap' codec can't encode character '\U0001f525' in position 103: character maps to <undefined>,kernels,thykhuely/mercari-interactive-eda-topic-modelling,Mercari Interactive EDA + Topic Modelling,ThyKhueLy,2018-04-22 08:23:34,915
8,'charmap' codec can't encode character '\U0001f525' in position 103: character maps to <undefined>,kernels,kashnitsky/topic-2-visual-data-analysis-in-python,Topic 2. Visual data analysis in Python,Yury Kashnitsky,2021-05-07 08:36:16,262
10,'charmap' codec can't encode character '\U0001f525' in position 103: character maps to <undefined>,kernels,pierremegret/gensim-word2vec-tutorial,Gensim Word2Vec Tutorial,Pierre Megret,2018-10-21 01:14:06,523
12,'charmap' codec can't encode character '\U0001f525' in position 103: character maps to <undefined>,kernels,lisphilar/covid-19-data-with-sir-model,COVID-19 data with SIR model,Lisphilar,2022-04-03 16:35:22,438
14,'charmap' codec can't encode character '\U0001f525' in position 103: character maps to <undefined>,kernels,pedrodematos/titanic-a-complete-approach-for-data-scientists,Titanic: A complete approach for Data Scientists,Pedro Gonçalves,2021-06-01 16:16:47,508
16,'charmap' codec can't encode character '\U0001f525' in position 103: character maps to <undefined>,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
18,'charmap' codec can't encode character '\U0001f525' in position 103: character maps to <undefined>,kernels,lalitharajesh/iris-dataset-exploratory-data-analysis,Iris Dataset - Exploratory Data Analysis,Lalitha Rajesh,2018-01-26 11:39:38,89
2,,kernels,peterchang77/exploratory-data-analysis,Exploratory Data Analysis,Peter,2018-08-27 14:52:22,304
4,,kernels,kashnitsky/topic-1-exploratory-data-analysis-with-pandas,Topic 1. Exploratory Data Analysis with Pandas,Yury Kashnitsky,2021-05-07 08:35:46,873
6,,kernels,anokas/exploratory-data-analysis-4,Exploratory Data Analysis,anokas,2017-04-07 17:22:48,303
8,,kernels,ekami66/detailed-exploratory-data-analysis-with-python,Detailed exploratory data analysis with python,Tuatini GODARD,2017-01-20 02:06:37,646
10,,kernels,ihelon/hubmap-exploratory-data-analysis,HuBMAP - Exploratory Data Analysis,Yaroslav Isaienkov,2020-11-30 22:55:15,311
12,,kernels,notaapple/detailed-exploratory-data-analysis-using-r,Detailed Exploratory Data Analysis using R ,AiO,2017-01-07 22:25:15,330
14,,kernels,ihelon/cassava-leaf-disease-exploratory-data-analysis,Cassava Leaf Disease - Exploratory Data Analysis,Yaroslav Isaienkov,2020-11-28 21:48:41,391
16,,kernels,randylaosat/simple-exploratory-data-analysis-passnyc,Simple Exploratory Data Analysis - PASSNYC,randy lao,2018-07-14 13:50:08,231
18,,kernels,jbfarrar/exploratory-data-analysis-and-example-generation,Exploratory Data Analysis and Example Generation,Brian Farrar,2017-09-30 15:15:49,221
20,,kernels,lalitharajesh/iris-dataset-exploratory-data-analysis,Iris Dataset - Exploratory Data Analysis,Lalitha Rajesh,2018-01-26 11:39:38,89
22,,kernels,vamsikrishna/exploratory-data-analysis-of-ipl-data,Exploratory data analysis of IPL data,Vamsi Krishna,2020-12-23 13:07:50,130
24,,kernels,anokas/exploratory-data-analysis,Exploratory Data Analysis,anokas,2016-06-10 12:34:59,83
26,,kernels,ihelon/molecular-translation-exploratory-data-analysis,Molecular Translation - Exploratory Data Analysis,Yaroslav Isaienkov,2021-03-08 21:55:48,181
28,,kernels,ihelon/catheter-position-exploratory-data-analysis,Catheter Position - Exploratory Data Analysis,Yaroslav Isaienkov,2020-12-24 21:27:15,189
30,,kernels,gulsahdemiryurek/video-game-sales-exploratory-data-analysis,Video Game Sales Exploratory Data Analysis,Gulsah Demiryurek,2019-04-27 23:37:21,163
32,,kernels,gokulkarthik/haberman-s-survival-exploratory-data-analysis,Haberman's Survival: Exploratory Data Analysis ,Gokul,2018-03-09 02:31:33,138
34,,kernels,bhaveshthaker/data-preparation-exploratory-analysis-and-modeling,Data Preparation Exploratory Analysis and Modeling,Bhaveshkumar Thaker,2018-06-26 10:05:24,165
36,,kernels,ddigges/exploratory-data-analysis-india-s-story,Exploratory Data Analysis + India's story,Deborah Digges,2018-04-07 18:58:58,141
38,,kernels,ihelon/indoor-location-exploratory-data-analysis,Indoor Location - Exploratory Data Analysis,Yaroslav Isaienkov,2021-01-31 19:02:01,179
40,,kernels,zoupet/exploratory-data-analysis,Exploratory Data Analysis,Julien Heiduk,2018-05-11 12:34:03,62
2,'charmap' codec can't encode character '\U0001f4c8' in position 66: character maps to <undefined>,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
4,'charmap' codec can't encode character '\U0001f4c8' in position 66: character maps to <undefined>,kernels,kanncaa1/feature-selection-and-data-visualization,Feature Selection and Data Visualization,DATAI,2021-07-10 16:05:36,1689
6,'charmap' codec can't encode character '\U0001f4c8' in position 66: character maps to <undefined>,kernels,residentmario/welcome-to-data-visualization,Welcome to data visualization,Aleksey Bilogur,2018-01-23 20:24:14,450
8,'charmap' codec can't encode character '\U0001f4c8' in position 66: character maps to <undefined>,kernels,sudalairajkumar/simple-exploration-notebook-zillow-prize,Simple Exploration Notebook - Zillow Prize,SRK,2017-06-03 13:40:09,1104
10,'charmap' codec can't encode character '\U0001f4c8' in position 66: character maps to <undefined>,kernels,etakla/exploring-the-dataset-univariate-analysis,"""Exploring the Dataset Univariate Analysis""",E-M-A-D,2017-02-28 14:19:59,21
2,'charmap' codec can't encode character '\U0001f4c8' in position 66: character maps to <undefined>,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
4,'charmap' codec can't encode character '\U0001f4c8' in position 66: character maps to <undefined>,kernels,residentmario/welcome-to-data-visualization,Welcome to data visualization,Aleksey Bilogur,2018-01-23 20:24:14,450
2,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,hely333/eda-regression,EDA + Regression,Dandelion,2018-10-10 21:09:10,524
4,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,serigne/stacked-regressions-top-4-on-leaderboard,Stacked Regressions : Top 4% on LeaderBoard,Serigne ,2017-12-16 11:57:12,6776
6,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,sudhirnl7/linear-regression-tutorial,Linear Regression Tutorial,Sudhir Kumar,2020-04-04 14:56:45,357
8,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,artgor/quick-and-dirty-regression,Quick and dirty regression,Andrew Lukyanenko,2019-11-21 15:10:59,627
10,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,braquino/convert-to-regression,Convert to Regression,Bruno Aquino,2019-12-15 23:39:16,326
12,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,rtatman/datasets-for-regression-analysis,Datasets for regression analysis,Rachael Tatman,2017-12-01 21:54:36,511
14,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,mnassrib/titanic-logistic-regression-with-python,Titanic: logistic regression with python,Baligh Mnassri,2020-01-07 13:15:37,539
16,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,goyalshalini93/car-price-prediction-linear-regression-rfe,Car Price Prediction (Linear Regression - RFE),Shalini Goyal,2019-04-26 09:01:04,601
18,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,rtatman/regression-challenge-day-1,Regression Challenge: Day 1,Rachael Tatman,2018-01-18 18:12:38,196
20,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,faressayah/practical-introduction-to-10-regression-algorithm,Practical Introduction to 10 Regression Algorithm,Fares Sayah,2022-01-20 13:43:02,707
22,'charmap' codec can't encode character '\u015f' in position 83: character maps to <undefined>,kernels,divan0/multiple-linear-regression,Multiple Linear Regression,Diva Dugar,2018-08-01 14:19:36,145
2,,kernels,sudhirnl7/linear-regression-tutorial,Linear Regression Tutorial,Sudhir Kumar,2020-04-04 14:56:45,357
4,,kernels,goyalshalini93/car-price-prediction-linear-regression-rfe,Car Price Prediction (Linear Regression - RFE),Shalini Goyal,2019-04-26 09:01:04,601
6,,kernels,divan0/multiple-linear-regression,Multiple Linear Regression,Diva Dugar,2018-08-01 14:19:36,145
8,,kernels,vivinbarath/simple-linear-regression-for-salary-data,Simple Linear Regression for Salary Data,Barath ,2020-02-19 17:22:58,181
10,,kernels,foxtreme/linear-regression-project,Linear Regression Project,Chris Charry,2019-02-24 02:53:30,64
12,,kernels,ashydv/sales-prediction-simple-linear-regression,Sales Prediction (Simple Linear Regression),Ashish,2019-03-07 06:21:44,103
14,,kernels,aminizahra/linear-regression,Linear Regression,Zahra Amini,2022-02-21 21:06:09,114
16,,kernels,anthonypino/price-analysis-and-linear-regression,Price analysis and Linear Regression,Tony Pino,2017-08-16 05:54:08,138
18,,kernels,aakashns/pytorch-basics-linear-regression-from-scratch,PyTorch basics - Linear Regression from scratch,Aakash N S,2019-01-22 19:34:30,181
20,,kernels,nitindatta/fifa-in-depth-analysis-with-linear-regression,FIFA in depth analysis with Linear Regression,Nitin Datta,2020-10-16 06:19:46,350
22,,kernels,mariapushkareva/medical-insurance-cost-with-linear-regression,Medical Insurance Cost with Linear Regression,Marie,2020-07-14 07:11:04,158
24,,kernels,suicaokhoailang/blending-with-linear-regression-0-688-lb,Blending with Linear Regression [0.688 LB],Khoi Nguyen,2018-11-18 09:58:07,138
26,,kernels,rbyron/simple-linear-regression-models,Simple linear regression models,Rocío Ventura,2018-03-30 10:28:21,70
28,,kernels,jnikhilsai/cross-validation-with-linear-regression,Cross-Validation with Linear Regression,Nikhil Sai,2019-08-20 07:42:37,75
30,,kernels,gauravduttakiit/bike-sharing-multiple-linear-regression,Bike Sharing : Multiple Linear Regression,Gaurav Dutta,2022-01-22 13:15:59,56
32,,kernels,mayanksrivastava/predict-housing-prices-simple-linear-regression,Predict Housing Prices - Simple Linear Regression,Mayank Srivastava,2017-06-09 22:06:27,75
34,,kernels,niteshyadav3103/linear-regression-regularization-lasso-ridge,Linear Regression & Regularization(Lasso & Ridge),Nitesh Yadav,2021-11-22 13:27:35,122
36,,kernels,shrutimechlearn/step-by-step-assumptions-linear-regression,Step by Step Assumptions - Linear Regression,Shruti_Iyyer,2020-06-15 13:40:29,112
38,,kernels,ryanholbrook/exercise-linear-regression-with-time-series,Exercise: Linear Regression With Time Series,Ryan Holbrook,2021-11-18 13:09:29,11
40,,kernels,tunguz/simple-linear-regression-benchmark,Simple Linear Regression Benchmark,Bojan Tunguz,2019-12-01 13:42:13,90
2,,kernels,vivinbarath/simple-linear-regression-for-salary-data,Simple Linear Regression for Salary Data,Barath ,2020-02-19 17:22:58,181
4,,kernels,ashydv/sales-prediction-simple-linear-regression,Sales Prediction (Simple Linear Regression),Ashish,2019-03-07 06:21:44,103
6,,kernels,rbyron/simple-linear-regression-models,Simple linear regression models,Rocío Ventura,2018-03-30 10:28:21,70
8,,kernels,mayanksrivastava/predict-housing-prices-simple-linear-regression,Predict Housing Prices - Simple Linear Regression,Mayank Srivastava,2017-06-09 22:06:27,75
10,,kernels,tunguz/simple-linear-regression-benchmark,Simple Linear Regression Benchmark,Bojan Tunguz,2019-12-01 13:42:13,90
12,,kernels,ariadne/simple-one-feature-linear-regression,Simple One Feature Linear Regression,Ariadne,2017-05-18 20:27:06,69
14,,kernels,amitdhakre13/simple-linear-regression-in-r,Simple Linear Regression in R ,zohan,2017-10-27 10:43:13,49
16,,kernels,sandhyakrishnan02/simple-linear-regression-salary-vs-experience,Simple Linear Regression - Salary Vs Experience,SandhyaKrishnan02,2022-12-14 15:05:19,69
18,,kernels,redwankarimsony/simple-linear-regression-for-beginners,Simple Linear Regression for Beginners,Md. Redwan Karim Sony,2021-06-28 03:37:48,34
20,,kernels,nicapotato/in-depth-simple-linear-regression,In-Depth Simple Linear Regression,nicapotato,2018-07-16 13:58:58,38
22,,kernels,devzohaib/simple-linear-regression,Simple-Linear-Regression,devzohaib,2020-11-23 18:36:48,11
24,,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9431
26,,kernels,codefordata/headbrain-simple-linear-regression,Headbrain-simple linear regression.,Codefordata,2019-03-03 20:24:41,10
28,,kernels,serigne/stacked-regressions-top-4-on-leaderboard,Stacked Regressions : Top 4% on LeaderBoard,Serigne ,2017-12-16 11:57:12,6776
30,,kernels,luddarell/tutorial-simple-multiple-linear-regression,(Tutorial) Simple & Multiple Linear Regression,Ludgerus Darell,2019-03-17 10:11:42,15
32,,kernels,venjktry/simple-linear-regression,Simple Linear Regression,Venkatesh S,2017-07-18 10:55:37,6
34,,kernels,paulorzp/simple-rolling-linear-regression-no-leakage,Simple Rolling Linear Regression (no leakage),Paulo Pinto,2022-06-11 04:08:40,23
36,,kernels,igorkf/ubiquant-simple-linear-regression-baseline,Ubiquant - Simple Linear Regression baseline,Igor Kuivjogi Fernandes,2022-01-31 20:10:10,24
38,,kernels,paulrohan2020/eda-and-simple-linear-regression-for-house-price,EDA-and-simple Linear Regression-for-House-Price,Data Storm,2022-04-19 12:23:30,41
40,,kernels,monkeyorman/simple-linear-regression-in-r-0-0648835,Simple Linear Regression in R (0.0648835),JT,2017-07-09 15:26:04,21
2,'charmap' codec can't encode character '\U0001f3e0' in position 74: character maps to <undefined>,kernels,divan0/multiple-linear-regression,Multiple Linear Regression,Diva Dugar,2018-08-01 14:19:36,145
4,'charmap' codec can't encode character '\U0001f3e0' in position 74: character maps to <undefined>,kernels,gauravduttakiit/bike-sharing-multiple-linear-regression,Bike Sharing : Multiple Linear Regression,Gaurav Dutta,2022-01-22 13:15:59,56
6,'charmap' codec can't encode character '\U0001f3e0' in position 74: character maps to <undefined>,kernels,stieranka/multiple-linear-regression,Multiple Linear Regression,Marek,2018-09-26 14:16:14,18
2,,kernels,ahmetcankaraolan/salary-predict-with-nonlinear-regression-models,Salary Predict with NonLinear Regression Models,Ahmet Can Karaoglan,2020-07-14 22:20:05,29
4,,kernels,meowmeowmeowmeowmeow/nonlinear-regression,Nonlinear regression,Mykola,2018-11-09 17:28:08,4
6,,kernels,dgawlik/house-prices-eda,House Prices EDA,Dominik Gawlik,2017-02-20 10:51:47,513
8,,kernels,faressayah/practical-introduction-to-10-regression-algorithm,Practical Introduction to 10 Regression Algorithm,Fares Sayah,2022-01-20 13:43:02,707
10,,kernels,ibrahimyildiz/salary-predict-with-nonlinear-regression-models,Salary Predict with NonLinear Regression Models,ibrahimyildiz,2020-07-14 07:22:18,14
12,,kernels,cdeotte/support-vector-machine-0-925,Support Vector Machine - [0.925],Chris Deotte,2019-05-20 22:23:22,291
14,,kernels,jesucristo/1-house-prices-solution-top-1,#1 House Prices Solution [top 1%],Nanashi,2019-09-06 08:36:08,600
16,,kernels,prashant111/comprehensive-guide-on-feature-selection,Comprehensive Guide on Feature Selection,Prashant Banerjee,2020-11-18 15:26:57,488
18,,kernels,matleonard/feature-selection,Feature Selection,Mat Leonard,2021-11-09 00:07:43,191
20,,kernels,dvasyukova/a-linear-model-on-apps-and-labels,A linear model on apps and labels,dune_dweller,2016-08-05 10:28:37,197
22,,kernels,shtrausslearning/bayesian-regression-house-price-prediction,Bayesian Regression | House Price Prediction,Andrey Shtrauss,2022-07-16 14:03:59,164
24,,kernels,ryanholbrook/deep-neural-networks,Deep Neural Networks,Ryan Holbrook,2022-05-05 17:51:00,123
26,,kernels,rafjaa/dealing-with-very-small-datasets,Dealing with very small datasets,Rafael Alencar,2019-03-06 19:38:25,256
28,,kernels,pouryaayria/a-complete-ml-pipeline-tutorial-acu-86,A Complete ML Pipeline Tutorial (ACU ~ 86%),PIR,2018-04-14 07:56:14,399
30,,kernels,lalitharajesh/iris-dataset-exploratory-data-analysis,Iris Dataset - Exploratory Data Analysis,Lalitha Rajesh,2018-01-26 11:39:38,89
32,,kernels,arthurtok/interactive-intro-to-dimensionality-reduction,Interactive Intro to Dimensionality Reduction,Anisotropic,2018-09-24 22:53:26,814
34,,kernels,kashnitsky/topic-4-linear-models-part-4-pros-cons,Topic 4. Linear models. Part 4. Pros & cons,Yury Kashnitsky,2021-05-07 09:43:37,102
36,,kernels,farazrahman/predicting-star-galaxy-quasar-with-svm,"""Predicting Star Galaxy & Quasar with SVM""",Faraz Rahman,2018-12-15 08:39:11,59
38,,kernels,mariopasquato/linear-model,Linear model 0.65 in lb,Mario Pasquato,2016-02-02 12:24:36,41
40,,kernels,kashnitsky/topic-4-linear-models-part-3-regularization,Topic 4. Linear models. Part 3. Regularization,Yury Kashnitsky,2021-05-07 09:33:14,109
2,,kernels,anokas/data-analysis-xgboost-starter-0-35460-lb,Data Analysis & XGBoost Starter (0.35460 LB),anokas,2017-04-12 14:22:20,1414
4,,kernels,dimarudov/data-analysis-using-sql,Data Analysis using SQL,Dima Rudov,2022-03-21 19:40:13,582
6,,kernels,peterchang77/exploratory-data-analysis,Exploratory Data Analysis,Peter,2018-08-27 14:52:22,304
8,,kernels,kashnitsky/topic-1-exploratory-data-analysis-with-pandas,Topic 1. Exploratory Data Analysis with Pandas,Yury Kashnitsky,2021-05-07 08:35:46,873
10,,kernels,anokas/data-exploration-analysis,Data Exploration & Analysis,anokas,2017-04-21 18:30:17,405
12,,kernels,anokas/exploratory-data-analysis-4,Exploratory Data Analysis,anokas,2017-04-07 17:22:48,303
14,,kernels,rounakbanik/ted-data-analysis,TED Data Analysis,Rounak Banik,2017-10-19 13:46:29,212
16,,kernels,ekami66/detailed-exploratory-data-analysis-with-python,Detailed exploratory data analysis with python,Tuatini GODARD,2017-01-20 02:06:37,646
18,,kernels,ruslankl/eeg-data-analysis,EEG Data Analysis ,def me(x),2019-01-08 18:10:20,163
20,,kernels,ihelon/hubmap-exploratory-data-analysis,HuBMAP - Exploratory Data Analysis,Yaroslav Isaienkov,2020-11-30 22:55:15,311
22,,kernels,mmetter/pokemon-data-analysis-tutorial,Pokemon Data Analysis Tutorial,Michael Metter,2018-07-18 16:05:11,139
24,,kernels,jonathanbouchet/f1-data-analysis,F1 Data analysis,Jonathan Bouchet,2017-12-09 03:36:26,188
26,,kernels,pmarcelino/data-analysis-and-feature-extraction-with-python,Data analysis and feature extraction with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:15,619
28,,kernels,loaiabdalslam/sales-data-analysis-report,Sales Data Analysis Report !,Loai abdalslam,2019-02-09 12:47:15,176
30,,kernels,notaapple/detailed-exploratory-data-analysis-using-r,Detailed Exploratory Data Analysis using R ,AiO,2017-01-07 22:25:15,330
32,,kernels,chirag9073/netflix-data-analysis,Netflix Data Analysis,Chirag Samal,2020-06-03 05:54:25,86
34,,kernels,tannercarbonati/detailed-data-analysis-ensemble-modeling,Detailed Data Analysis & Ensemble Modeling,a ghost,2017-07-15 19:36:06,365
36,,kernels,amirrezaeian/time-series-data-analysis-using-lstm-tutorial,Time-series data analysis using LSTM (Tutorial),Amir Rezaeian,2018-02-06 17:08:41,279
38,,kernels,ihelon/cassava-leaf-disease-exploratory-data-analysis,Cassava Leaf Disease - Exploratory Data Analysis,Yaroslav Isaienkov,2020-11-28 21:48:41,391
40,,kernels,randylaosat/simple-exploratory-data-analysis-passnyc,Simple Exploratory Data Analysis - PASSNYC,randy lao,2018-07-14 13:50:08,231
2,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,upadorprofzs/statistical-analysis-descriptive-statistics-br,Statistical Analysis | Descriptive Statistics-BR,Murilão,2020-07-21 10:30:52,167
4,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,colara/human-resources-analytics-a-descriptive-analysis,Human Resources Analytics: A Descriptive Analysis,William Walter,2017-10-31 23:53:22,33
2,'charmap' codec can't encode characters in position 62-63: character maps to <undefined>,kernels,ttahara/otto-mors-aid-frequency-baseline,OTTO-MORS: aid Frequency Baseline,Tawara,2022-11-02 00:15:56,54
2,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,mejbahahammad/python-measuring-central-tendency,Python: Measuring Central Tendency,MEJBAH AHAMMAD,2020-08-31 19:34:30,12
4,'charmap' codec can't encode character '\U0001f4ca' in position 55: character maps to <undefined>,kernels,jgroff/unit-2-central-tendency-and-variability,Unit 2 - Central Tendency and Variability,Jeff Groff,2017-12-16 13:48:57,5
2,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,poonaml/deep-neural-network-keras-way,Deep Neural Network Keras way,Poonam Ligade,2018-07-09 09:53:52,1057
4,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,lavanyashukla01/pandas-numpy-python-cheatsheet,"""Pandas Numpy Python Cheatsheet""",Lavanya Shukla,2020-03-06 11:13:31,433
6,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,aakashns/pytorch-basics-linear-regression-from-scratch,PyTorch basics - Linear Regression from scratch,Aakash N S,2019-01-22 19:34:30,181
8,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,ambrosm/vent-011-median-wins,VENT-011 Median wins!,AmbrosM,2021-10-23 04:05:04,43
10,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,mohammedmurtuzalabib/pandas-101-one-stop-shop-for-data-science,Pandas 101: One-stop Shop for Data Science,Mohammed Murtuza Labib,2020-06-02 14:32:27,102
12,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,robinkraft/getting-started-with-the-data-now-with-docs,Getting started with the data - now with docs!,Robin,2017-05-10 17:26:02,122
2,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
4,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,masumrumi/a-statistical-analysis-ml-workflow-of-titanic,A Statistical Analysis & ML workflow of Titanic,Masum Rumi,2022-04-21 19:25:23,1416
6,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,masumrumi/a-detailed-regression-guide-with-house-pricing,A Detailed Regression Guide with House-pricing,Masum Rumi,2021-11-15 21:46:57,781
8,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
10,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,ihelon/rock-paper-scissors-agents-comparison,Rock Paper Scissors - Agents Comparison ,Yaroslav Isaienkov,2021-01-20 16:09:17,257
12,'charmap' codec can't encode character '\U0001f3ae' in position 34: character maps to <undefined>,kernels,kanncaa1/time-series-prediction-tutorial-with-eda,Time Series Prediction Tutorial with EDA,DATAI,2019-12-07 21:16:00,777
