,type,etag,videoURL,publishedAt,channelURL,videoTitle,descriptionVideo,videoCoverURL,channelTitle,snippet.defaultLanguage,audioLanguage,duration
57,youtube video,1XbIYiYi_rL1XzqOnkZLBCVbzUg,youtu.be/fsnf6e9SZrg,2022-08-15T17:00:33Z,youtu.be/fsnf6e9SZrg,Count to 3 | Counting 1-10 | Khan Academy Kids,"How many toys are in Peck's toy box? Learn how to count to three with Peck the Bird from Khan Academy Kids!

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other Counting 1-10 videos on our Counting playlist, here:
http://khan.co/KhanKids-Counting.

Subscribe to our channel for more videos like this.",https://i.ytimg.com/vi/fsnf6e9SZrg/hqdefault.jpg,Khan Academy Kids,,,PT28S
58,youtube video,APmcFbzLI-DFVYVm23OG5rk-v5Y,youtu.be/Kimy4wBJrUw,2022-08-22T17:00:20Z,youtu.be/Kimy4wBJrUw,Count to 4 | Counting 1-10 | Khan Academy Kids,"How many socks are in Peck's dresser? Learn how to count to four with Peck the Bird from Khan Academy Kids!

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other Counting 1-10 videos on our Counting playlist, here: http://khan.co/KhanKids-Counting.

Subscribe to our channel for more videos like this.",https://i.ytimg.com/vi/Kimy4wBJrUw/hqdefault.jpg,Khan Academy Kids,,,PT32S
59,youtube video,JPVGiPAEWQTNn77N6GJ-jTU6oKU,youtu.be/60zbfRwSRCg,2022-08-29T17:00:03Z,youtu.be/60zbfRwSRCg,Count to 5 | Counting 1-10 | Khan Academy Kids,"How many fish are in the tank? The last number you say is the number of fish! Learn how to count to five with Peck the Bird from Khan Academy Kids.

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other Counting 1-10 videos on our Counting playlist, here:
http://khan.co/KhanKids-Counting.

Subscribe to our channel for more videos like this.",https://i.ytimg.com/vi/60zbfRwSRCg/hqdefault.jpg,Khan Academy Kids,,,PT30S
60,youtube video,6nLnkICIMoR_55o1h2-dXghIqgY,youtu.be/_THkUUF2Cx8,2023-02-12T14:55:40Z,youtu.be/_THkUUF2Cx8,1 - Data Analysis to Microsoft Excel,"1. Getting to know Excel.
2. Data entry.
3. Formatting.
4. Rows and columns .
5. Formulas .
6. Functions .

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",https://i.ytimg.com/vi/_THkUUF2Cx8/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT20M44S
61,youtube video,Qjw5I3sHAY2O_HYHzntKQ9eeS6s,youtu.be/Ts-mO7AqDwM,2023-02-12T15:05:56Z,youtu.be/Ts-mO7AqDwM,2 - Data Analysis to Microsoft Excel,"7. Cut, copy, paste.
8. paste special.
9. alt enter.
10. text to columns.
11. set print area.
12. Wrap text.

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",https://i.ytimg.com/vi/Ts-mO7AqDwM/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT8M13S
62,youtube video,aRo586UkdxKCTbvd67JUxF_wmwA,youtu.be/GcACmbWMw7Q,2023-02-12T15:21:01Z,youtu.be/GcACmbWMw7Q,3 - Data Analysis to Microsoft Excel,"13. Hyperlinks.
14. Freeze panes .
15. Tell me what you want to do .
16. Pivot Tables .
17. Formatting .
18. Macros .
19. RE-use macros .
20. Fast scroll .
21. F5 and Enter .
22. Fixing References .
23. Select special .
24. Dynamic names .

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis.",https://i.ytimg.com/vi/GcACmbWMw7Q/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT20M35S
63,youtube video,b9Bpz3EShhjrzT2nRtqqoRNHHik,youtu.be/ENT4rKRp6jM,2023-02-12T15:33:38Z,youtu.be/ENT4rKRp6jM,4 - Data Analysis to Microsoft Excel,"25. Naming ranges.
26. Custom formatting.
27. Data Validation.
28. Custom sort.
29. Shortcuts.
30. Multiply by 1.
31. Find and replace.
32. Replace formats.
33. Green references.
34. Beauty saving.
35. F2.
36. Conditional formatting

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",https://i.ytimg.com/vi/ENT4rKRp6jM/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT28M25S
64,youtube video,McbaUKOwtfl0EGte9NIP_d63x1M,youtu.be/4yBKOapbiNk,2023-02-12T15:53:15Z,youtu.be/4yBKOapbiNk,5 - Data Analysis to Microsoft Excel,"37. If.
38. Enlarge the formula bar.
39. Sum Functions.
40. count.
41. Average.
42. Text function.
43. Working with text.
44. Max and  Min.
45 show that equeals and plus are the same.
46. Round.
47 Lookup.
48. Index and match.

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",https://i.ytimg.com/vi/4yBKOapbiNk/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT38M47S
65,youtube video,G58a3b-imQHKl6kVBOfxdKO0VbA,youtu.be/xtngDR2ZSw8,2023-02-02T14:59:31Z,youtu.be/xtngDR2ZSw8,Introduction to data and data analytics vs data science.,"Introduction to data and data analytics vs data science.

Data analytics refers to examining data sets to help guide business strategy and operations. 
Data science is the use of modeling techniques and processes to turn raw data into information for analysts.

1 - Data Science and Business Buzzwords
2 - Analysis vs Analytics
3 - Business and Data Analytics, Data Science
4 - Business Intelligence, Machine Learning, Artificial Intelligence",https://i.ytimg.com/vi/xtngDR2ZSw8/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT27M10S
66,youtube video,i393jrnI3JxJXEOTvBuR9j34lVY,youtu.be/l1wZns54QxA,2023-02-02T15:22:04Z,youtu.be/l1wZns54QxA,"Data Science Infographic  Traditional and Big Data, BI, Traditional Data Science and ML","Data Science Infographic  Traditional and Big Data, BI, Traditional Data Science and ML. Introduction to data and data analytics vs data science.

Data analytics refers to examining data sets to help guide business strategy and operations. 
Data science is the use of modeling techniques and processes to turn raw data into information for analysts.

5-Data Science - A Breakdown of our Data Science Infographic
6-Data Science - Traditional and Big Data, BI, Traditional Data Science and ML
7-Data Science - The Reason behind these Disciplines
8-Data Science - Techniques for Working with Traditional Data",https://i.ytimg.com/vi/l1wZns54QxA/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT23M23S
67,youtube video,zGvUFO3WoPTxU26rs1a7RjrPpQw,youtu.be/oqYQtlqRXM4,2023-02-07T15:02:43Z,youtu.be/oqYQtlqRXM4,Techniques for Working with Traditional Data Reason behind these Disciplines.,Data analytics refers to examining data sets to help guide business strategy and operations. Data science is the use of modeling techniques and processes to turn raw data into information for analysts.,https://i.ytimg.com/vi/oqYQtlqRXM4/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT15M58S
68,youtube video,FhY3sDrTJFi8f49tluhNTTjaHgk,youtu.be/aQ1-Uhb7NII,2023-02-07T15:35:27Z,youtu.be/aQ1-Uhb7NII,Real Life Examples of Big Data Business Intelligence (BI) Real Life Examples of Machine Learning,"Introduction to data and data analytics vs data science.

 Real Life Examples of Big Data Business Intelligence (BI) Real Life Examples of Machine Learning (ML)



1 - Real Life Examples of Traditional Data
2 - Techniques for Working with Big Data
3 - Real Life Examples of Big Data
4 - Business Intelligence (BI) Techniques
5 - Real Life Examples of Business Intelligence
6 - Real Life Examples of Traditional Methods
7 - Machine Learning (ML) Techniques
8 - Types of Machine Learning
9 - Real Life Examples of Machine Learning (ML)
10 - Programming Languages and Software used in Data Science
11 - Finding the Job
12 - Debunking Common Misconceptions",https://i.ytimg.com/vi/aQ1-Uhb7NII/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT59M42S
69,youtube video,gjCvKWOVp3_BpfQSeCsBpFlW6Fk,youtu.be/nTD8ZVHc2CE,2023-01-13T14:06:00Z,youtu.be/nTD8ZVHc2CE,2 - Python and Jupyter Notebook Installation,The Complete Python Pro Bootcamp for Data Science and AI,https://i.ytimg.com/vi/nTD8ZVHc2CE/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT6M15S
70,youtube video,nQIZ_MQXGY9wpbbnkyuw9YcNvwM,youtu.be/3gjOU_sujac,2023-01-13T14:07:46Z,youtu.be/3gjOU_sujac,1 - Introduction,The Complete Python Pro Bootcamp for Data Science and AI.,https://i.ytimg.com/vi/3gjOU_sujac/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT1M22S
71,youtube video,TiitWioBlEAxkACo_B19U2WUsWw,youtu.be/4CvHVgy5PP0,2023-01-13T14:20:44Z,youtu.be/4CvHVgy5PP0,3 - Programming Languages and Computation,The Complete Python Pro Bootcamp for Data Science and AI,https://i.ytimg.com/vi/4CvHVgy5PP0/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT6M57S
72,youtube video,C5V078j_MfI5dOTcpq1xXvab5dA,youtu.be/n3z56fFE_4A,2023-01-13T14:29:32Z,youtu.be/n3z56fFE_4A,4 - Programming in Python,"The Complete Python Pro Bootcamp for Data Science and AI

Machine Learning R (Programming Language) ,
Data Science Python (Programming Language) ,
Deep Learning Natural Language Processing (NLP) , 
Tableau SQL Predictive ,
Modeling Statistics ,
Data Analysis Data Visualization ,
Statistical Modeling TensorFlow ,
Chatbots ,
Cluster ,
Cognitive science ,
Machine learning ,
Deep learning ,
Image recognition ,
Natural Language Processing (NLP) ,
Python ,
Python Commands ,
Python Data Structures",https://i.ytimg.com/vi/n3z56fFE_4A/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT16M47S
73,youtube video,w3PfLxIOEaxghBz67U6SRc8jWD4,youtu.be/697yLN9B5gM,2023-01-13T14:48:59Z,youtu.be/697yLN9B5gM,6  -  Python Data Structures - Lists,"The Complete Python Pro Bootcamp for Data Science and AI

Machine Learning R (Programming Language) ,
Data Science Python (Programming Language) ,
Deep Learning Natural Language Processing (NLP) , 
Tableau SQL Predictive ,
Modeling Statistics ,
Data Analysis Data Visualization ,
Statistical Modeling TensorFlow ,
Chatbots ,
Cluster ,
Cognitive science ,
Machine learning ,
Deep learning ,
Image recognition ,
Natural Language Processing (NLP) ,
Python ,
Python Commands ,
Python Data Structures",https://i.ytimg.com/vi/697yLN9B5gM/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT19M11S
74,youtube video,uLbOYFnWFKfEGf1INuf9PUjCLSE,youtu.be/Wx_r1rLA4gA,2019-01-17T06:13:42Z,youtu.be/Wx_r1rLA4gA,Part 11 Deep Learning Optimization Algorithm 1 Parameter Gradient Descent,"Deep Learning,
Neural Networks,
Digging Deeper,
Deep Neural Networks,
Overfitting,
Initialization,
Preprocessing,
Classifying on the MNIST Dataset,
Deep Learning - How to Build a Neural Network from Scratch with NumPy,
Deep Learning - TensorFlow Introduction,
Deep Learning - Digging Deeper into NNs Introducing Deep Neural Networks,
Deep Learning - Classifying on the MNIST Dataset,
Deep Learning - Business Case Example,
Data Science,
Python",https://i.ytimg.com/vi/Wx_r1rLA4gA/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT6M34S
75,youtube video,7Xp7EvjwqPeeOQ_U2mYwPCXQxUA,youtu.be/89j_Gc3seAw,2019-01-17T06:12:55Z,youtu.be/89j_Gc3seAw,Part 10 Deep Learning Common Objective Functions L2 norm Loss,"Deep Learning,
Neural Networks,
Digging Deeper,
Deep Neural Networks,
Overfitting,
Initialization,
Preprocessing,
Classifying on the MNIST Dataset,
Deep Learning - How to Build a Neural Network from Scratch with NumPy,
Deep Learning - TensorFlow Introduction,
Deep Learning - Digging Deeper into NNs Introducing Deep Neural Networks,
Deep Learning - Classifying on the MNIST Dataset,
Deep Learning - Business Case Example,
Data Science,
Python",https://i.ytimg.com/vi/89j_Gc3seAw/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT2M5S
76,youtube video,mddD8h2VENUWDini_uAFm8b5uZk,youtu.be/UMrDorhJUeg,2019-01-17T06:10:56Z,youtu.be/UMrDorhJUeg,Part 9  Deep Learning What is the Objective Function,"Deep Learning,
Neural Networks,
Digging Deeper,
Deep Neural Networks,
Overfitting,
Initialization,
Preprocessing,
Classifying on the MNIST Dataset,
Deep Learning - How to Build a Neural Network from Scratch with NumPy,
Deep Learning - TensorFlow Introduction,
Deep Learning - Digging Deeper into NNs Introducing Deep Neural Networks,
Deep Learning - Classifying on the MNIST Dataset,
Deep Learning - Business Case Example,
Data Science,
Python",https://i.ytimg.com/vi/UMrDorhJUeg/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT1M28S
77,youtube video,Ze2zbNoNIXurzVVnP18gyXC_stg,youtu.be/IDeVy9QSLwA,2019-01-17T06:11:08Z,youtu.be/IDeVy9QSLwA,Part 8 Deep Learning  Graphical Representation of Simple Neural Networks,"Deep Learning,
Neural Networks,
Digging Deeper,
Deep Neural Networks,
Overfitting,
Initialization,
Preprocessing,
Classifying on the MNIST Dataset,
Deep Learning - How to Build a Neural Network from Scratch with NumPy,
Deep Learning - TensorFlow Introduction,
Deep Learning - Digging Deeper into NNs Introducing Deep Neural Networks,
Deep Learning - Classifying on the MNIST Dataset,
Deep Learning - Business Case Example,
Data Science,
Python",https://i.ytimg.com/vi/IDeVy9QSLwA/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT1M48S
78,youtube video,YMOGVJ4oK59QfWLS6MkJvvxobyo,youtu.be/lrielGmUjCU,2019-01-17T06:11:12Z,youtu.be/lrielGmUjCU,Part 7  Deep Learning The Linear model with Multiple Inputs and Multiple Outputs,"Deep Learning,
Neural Networks,
Digging Deeper,
Deep Neural Networks,
Overfitting,
Initialization,
Preprocessing,
Classifying on the MNIST Dataset,
Deep Learning - How to Build a Neural Network from Scratch with NumPy,
Deep Learning - TensorFlow Introduction,
Deep Learning - Digging Deeper into NNs Introducing Deep Neural Networks,
Deep Learning - Classifying on the MNIST Dataset,
Deep Learning - Business Case Example,
Data Science,
Python",https://i.ytimg.com/vi/lrielGmUjCU/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT4M26S
79,youtube video,Keg1wjnM8uzv_ASXXia3CluLi7U,youtu.be/onFp7WHPiyA,2019-01-02T05:56:35Z,youtu.be/onFp7WHPiyA,Part 33 Testing the Model,"Statistics,
Data Science,
Python,
machine learning,
Benefits of Data Science,
Linear regression,
Multiple Linear Regression,
Logistic Regression,
Cluster Analysis,
K-Means Clustering,
Other Types of Clustering
Popular Data Science Tools,
Careers in Data Science,
Descriptive Statistics,
OLS,
R-Squared,
Test for Significance of the Model (F-Test),
Linearity,
No Endogeneity,
Normality and Homoscedasticity,
Multicollinearity,",https://i.ytimg.com/vi/onFp7WHPiyA/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT5M6S
80,youtube video,CHzHRzXL7PAI24HrSy-U7Ucz1lI,youtu.be/fHCklSDpf-M,2019-01-02T05:50:40Z,youtu.be/fHCklSDpf-M,Part 32 Underfitting and Overfitting,"Statistics,
Data Science,
Python,
machine learning,
Benefits of Data Science,
Linear regression,
Multiple Linear Regression,
Logistic Regression,
Cluster Analysis,
K-Means Clustering,
Other Types of Clustering
Popular Data Science Tools,
Careers in Data Science,
Descriptive Statistics,
OLS,
R-Squared,
Test for Significance of the Model (F-Test),
Linearity,
No Endogeneity,
Normality and Homoscedasticity,
Multicollinearity,",https://i.ytimg.com/vi/fHCklSDpf-M/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT3M44S
81,youtube video,QOZVcOtK_ljJEk9Tv1oYUIUVeJA,youtu.be/Rjdr62u7FN0,2019-01-02T05:49:54Z,youtu.be/Rjdr62u7FN0,Part 31 Calculating the Accuracy of the Model,"Statistics,
Data Science,
Python,
machine learning,
Benefits of Data Science,
Linear regression,
Multiple Linear Regression,
Logistic Regression,
Cluster Analysis,
K-Means Clustering,
Other Types of Clustering
Popular Data Science Tools,
Careers in Data Science,
Descriptive Statistics,
OLS,
R-Squared,
Test for Significance of the Model (F-Test),
Linearity,
No Endogeneity,
Normality and Homoscedasticity,
Multicollinearity,",https://i.ytimg.com/vi/Rjdr62u7FN0/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT3M22S
82,youtube video,S_YU_FxzlkhPTzyhxdcVkqBvMn0,youtu.be/1BzgemrS8dw,2019-01-02T05:49:51Z,youtu.be/1BzgemrS8dw,Part 30 Binary Predictors in a Logistic Regression,"Statistics,
Data Science,
Python,
machine learning,
Benefits of Data Science,
Linear regression,
Multiple Linear Regression,
Logistic Regression,
Cluster Analysis,
K-Means Clustering,
Other Types of Clustering
Popular Data Science Tools,
Careers in Data Science,
Descriptive Statistics,
OLS,
R-Squared,
Test for Significance of the Model (F-Test),
Linearity,
No Endogeneity,
Normality and Homoscedasticity,
Multicollinearity,",https://i.ytimg.com/vi/1BzgemrS8dw/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT4M33S
83,youtube video,sPLO1XsvE_pgZLMH-M4HM0Vxn7Q,youtu.be/l2zDWeQmtX8,2019-01-02T05:48:59Z,youtu.be/l2zDWeQmtX8,Part 29 What do the Odds Actually Mean,"Statistics,
Data Science,
Python,
machine learning,
Benefits of Data Science,
Linear regression,
Multiple Linear Regression,
Logistic Regression,
Cluster Analysis,
K-Means Clustering,
Other Types of Clustering
Popular Data Science Tools,
Careers in Data Science,
Descriptive Statistics,
OLS,
R-Squared,
Test for Significance of the Model (F-Test),
Linearity,
No Endogeneity,
Normality and Homoscedasticity,
Multicollinearity,",https://i.ytimg.com/vi/l2zDWeQmtX8/hqdefault.jpg,Data Science A-Z  for Beginners and Advance,,,PT4M31S
84,youtube video,IqkWZ9zDUo_0zFp9KY-2MF_z4kc,youtu.be/EEXp-wgLGog,2022-12-24T09:10:08Z,youtu.be/EEXp-wgLGog,Certified Data Engineer Course - DataMites Training Institute,"#CertifiedDataEngineer #dataengineer 
For course details and to download syllabus pls visit: https://bit.ly/3Gik4cd

For Data Engineer Classroom Training Details visit
Bangalore: https://datamites.com/data-engineer-certification-course-training-bangalore/
Chennai: https://datamites.com/data-engineer-certification-course-training-chennai/
Pune: https://datamites.com/data-engineer-certification-course-training-pune/
Mumbai: https://datamites.com/data-engineer-certification-course-training-mumbai/
Hyderabad: https://datamites.com/data-engineer-certification-course-training-hyderabad/
Delhi: https://datamites.com/data-engineer-certification-course-training-delhi/

Datamites Other Leading Courses
Data Science: https://datamites.com/data-science-training/
Artificial Intelligence: https://datamites.com/artificial-intelligence-training/
MLOPS: https://datamites.com/mlops-certification-course-training/
Python: https://datamites.com/python-training/
Data Analytics: https://datamites.com/data-analytics-certification-course-training/",https://i.ytimg.com/vi/EEXp-wgLGog/hqdefault.jpg,DataMites,,en,PT10M23S
85,youtube video,kRyHMI4dCt6jTi_YKPGIYR_MHqg,youtu.be/-uJE5diAyzs,2022-12-24T12:15:53Z,youtu.be/-uJE5diAyzs,Certified Data Analyst Course - DataMites Training Institute,"#CertifiedDataAnalystcourse
For more details and to download syllabus pls visit: https://bit.ly/3WDB9Te

For data analytics classroom training visit:
Bangalore: https://datamites.com/data-analytics-certification-course-training-bangalore/
Pune: https://datamites.com/data-analytics-certification-course-training-pune/
Chennai: https://datamites.com/data-analytics-certification-course-training-chennai/
Mumbai: https://datamites.com/data-analytics-certification-course-training-mumbai/
Hyderabad: https://datamites.com/data-analytics-certification-course-training-hyderabad/


Datamites Other Leading Courses
Data Science: https://datamites.com/data-science-training/
Artificial Intelligence: https://datamites.com/artificial-intelligence-training/
Data Engineer: https://datamites.com/data-engineer-certification-course-training/
MLOPS: https://datamites.com/mlops-certification-course-training/
Python: https://datamites.com/python-training/
Data Analytics: https://datamites.com/data-analytics-certification-course-training/",https://i.ytimg.com/vi/-uJE5diAyzs/hqdefault.jpg,DataMites,,en,PT7M39S
86,youtube video,Lre7pK0PjTRXP0inrUd23lixhL0,youtu.be/NjYM4dzlMH0,2022-12-22T13:06:10Z,youtu.be/NjYM4dzlMH0,DataMites® - Certified Data Scientist (CDS) Program,"#CertifiedDataScientist #datascientist 
For course details and to download syllabus pls visit: https://bit.ly/3GmyMyZ

For Certified Data Scientist Classroom Training Details visit
Bangalore: https://datamites.com/data-science-course-training-bangalore/
Chennai: https://datamites.com/data-science-course-training-chennai/
Pune: https://datamites.com/data-science-course-training-pune/
Mumbai: https://datamites.com/data-science-course-training-mumbai/
Hyderabad: https://datamites.com/data-science-course-training-hyderabad/
Delhi: https://datamites.com/data-science-course-training-delhi/

Datamites Other Leading Courses
Data Science: https://datamites.com/data-science-training/
Artificial Intelligence: https://datamites.com/artificial-intelligence-training/
MLOPS: https://datamites.com/mlops-certification-course-training/
Python: https://datamites.com/python-training/
Data Analytics: https://datamites.com/data-analytics-certification-course-training/",https://i.ytimg.com/vi/NjYM4dzlMH0/hqdefault.jpg,DataMites,,en,PT7M10S
87,youtube video,gGHEVUF_gPh0W6isrryGCF_ZGRw,youtu.be/q4GhhTG-uu8,2022-11-29T22:50:45Z,youtu.be/q4GhhTG-uu8,Data Science Interview Preparation,"How to crack the data scientist interview?
Join live session with Mr. Ashok Veda (Coach Data Science & AI and Founder & CEO at Rubixe™) to know how to prepare for data science jobs.

#datascienceinterviewquestions #datascienceinterviewquestionsandanswers #datascience

DataMites is a leading training provider, providing cost-effective, high-quality, and real-time training courses in the rapidly growing analytics field. We offer courses in Data Science, Artificial Intelligence, Machine Learning, Python Programming, Data Analytics, Deep Learning, Data Engineer Course, etc. DataMites courses are approved by internationally recognised organisations such as IABAC, NASSCOM, and Jain University.

For more details visit: https://datamites.com/

DataMites Leading Courses

Data Science: https://datamites.com/data-science-training/
Artificial Intelligence: https://datamites.com/artificial-intelligence-training/
Python Training: https://datamites.com/python-training/
Machine Learning: https://datamites.com/machine-learning-training/
Data Analytics: https://datamites.com/data-analytics-certification-course-training/
MLOps: https://datamites.com/mlops-certification-course-training/
Data Engineer: https://datamites.com/data-engineer-certification-course-training/

Check Out these videos :
Data Science Interview Preparation - Part 2: https://youtu.be/8uAQhxqceR8
Data Science Interview Preparation part 3: https://youtu.be/nO5Yd1c2KtY

If you are looking for Data Science Classroom centers in India, visit

Bangalore: https://datamites.com/data-science-course-training-bangalore/
Pune: https://datamites.com/data-science-course-training-pune/
Chennai: https://datamites.com/data-science-course-training-chennai/
Mumbai: https://datamites.com/data-science-course-training-mumbai/
Hyderabad: https://datamites.com/data-science-course-training-hyderabad/
Kolkata: https://datamites.com/data-science-course-training-kolkata/
Bhopal: https://datamites.com/data-science-course-training-bhopal/

If you are looking for Python Classroom training visit 

Bangalore: https://datamites.com/python-certification-course-training-bangalore/
Chennai: https://datamites.com/python-certification-course-training-chennai/
Pune: https://datamites.com/python-certification-course-training-pune/
Hyderabad: https://datamites.com/python-certification-course-training-hyderabad/
Kolkata: https://datamites.com/python-certification-course-training-kolkata/
Kochi: https://datamites.com/python-certification-course-training-kochi/

If you are looking for Artificial Intelligence Classroom centers in India, visit

Bangalore: https://datamites.com/artificial-intelligence-course-training-bangalore/
Pune: https://datamites.com/artificial-intelligence-course-training-pune/
Chennai: https://datamites.com/artificial-intelligence-course-training-chennai/
Hyderabad: https://datamites.com/artificial-intelligence-course-training-hyderabad/
Delhi: https://datamites.com/artificial-intelligence-course-training-delhi/
Bhopal: https://datamites.com/artificial-intelligence-course-training-bhopal/

If you are looking for Machine learning Classroom centers in India, visit

Bangalore: https://datamites.com/machine-learning-course-training-bangalore/
Pune: https://datamites.com/machine-learning-course-training-pune/
Chennai: https://datamites.com/machine-learning-course-training-chennai/
Indore: https://datamites.com/machine-learning-course-training-Indore/
Chandigarh: https://datamites.com/machine-learning-course-training-chandigarh/
Hyderabad: https://datamites.com/machine-learning-course-training-hyderabad/",https://i.ytimg.com/vi/q4GhhTG-uu8/hqdefault.jpg,DataMites,,en,PT1H21M11S
